,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,9,0,0,1,0,0,0,0,0,0
classical,0,10,0,0,0,0,0,0,0,0
country,1,1,7,0,0,0,0,1,0,0
disco,0,0,0,10,0,0,0,0,0,0
hiphop,0,0,0,0,8,0,0,1,1,0
jazz,0,0,0,0,0,10,0,0,0,0
metal,0,0,0,0,0,0,10,0,0,0
pop,1,1,1,1,0,0,0,6,0,0
reggae,1,1,0,0,0,0,0,0,8,0
rock,0,0,1,1,0,0,2,0,0,6
