,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,10,0,0,0,0,0,0,0,0,0
classical,0,9,0,0,0,0,0,0,0,1
country,0,1,9,0,0,0,0,0,0,0
disco,0,0,1,8,0,0,0,0,0,1
hiphop,0,0,0,1,7,0,0,1,0,1
jazz,0,0,0,0,0,10,0,0,0,0
metal,0,0,0,0,0,0,10,0,0,0
pop,0,0,0,0,0,0,0,9,0,1
reggae,0,0,1,0,0,0,0,1,7,1
rock,0,0,4,0,0,0,2,0,0,4
