,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,8,0,0,1,0,0,1,0,0,0
classical,0,9,0,0,0,1,0,0,0,0
country,0,0,7,1,0,0,0,0,2,0
disco,0,0,1,5,1,0,0,0,1,2
hiphop,0,0,0,0,9,0,0,1,0,0
jazz,1,2,0,0,0,7,0,0,0,0
metal,0,0,1,0,0,0,9,0,0,0
pop,0,0,0,0,0,0,0,10,0,0
reggae,0,0,0,0,1,0,0,0,9,0
rock,0,0,2,1,1,0,1,1,2,2
