,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,5,0,0,2,1,0,2,0,0,0
classical,0,10,0,0,0,0,0,0,0,0
country,0,2,6,2,0,0,0,0,0,0
disco,1,0,0,4,2,0,0,3,0,0
hiphop,0,0,0,0,7,0,0,3,0,0
jazz,1,2,0,1,1,4,0,0,1,0
metal,0,0,0,1,0,0,9,0,0,0
pop,0,0,0,0,0,0,0,10,0,0
reggae,0,0,0,0,5,0,0,1,4,0
rock,0,0,0,3,1,1,1,3,1,0
