epoch,train_loss,val_loss,train_acc,val_acc
1,2.113062661716758,1.9520130263434516,0.2360939431396786,0.3888888888888889
2,1.9356951078466786,1.7767712699042426,0.35970333745364647,0.43333333333333335
3,1.8671741173205476,1.7656975242826674,0.37824474660074164,0.45555555555555555
4,1.8409165734855737,1.7496884028116861,0.3930778739184178,0.4777777777777778
5,1.7445539620662354,1.6990371094809638,0.45982694684796044,0.5
6,1.7375854710565952,1.6881882508595785,0.484548825710754,0.5111111111111111
7,1.6962674975542555,1.6263889100816515,0.49938195302843014,0.5777777777777777
8,1.6621946369024967,1.6190650913450453,0.5265760197775031,0.5666666666666667
9,1.6568562781118197,1.6332503265804714,0.5352286773794809,0.4777777777777778
10,1.609782819105462,1.6153241422441271,0.553770086526576,0.5555555555555556
11,1.601767951979478,1.5668220281600953,0.5760197775030902,0.5555555555555556
12,1.55048596431652,1.5775168074501886,0.6093943139678616,0.5444444444444444
13,1.5385477805167105,1.5291446076499091,0.6056860321384425,0.6111111111111112
14,1.503763877564514,1.499058551258511,0.6266996291718171,0.6111111111111112
15,1.4786836408419426,1.4893212874730428,0.6365883807169345,0.6444444444444445
16,1.4431608759133865,1.482567138142056,0.6711990111248455,0.6666666666666666
17,1.4399745532107737,1.4974151982201471,0.6786155747836835,0.5888888888888889
18,1.4110861391897402,1.482336195309957,0.6860321384425216,0.6444444444444445
19,1.3791817759701288,1.4907895194159613,0.7119901112484549,0.5777777777777777
20,1.3648446652444244,1.4626117335425484,0.7169344870210136,0.6111111111111112
21,1.3458908351301704,1.468447044160631,0.7466007416563659,0.5888888888888889
22,1.3241961610921382,1.445374239815606,0.7354758961681088,0.6444444444444445
23,1.310712403655789,1.4585278166664972,0.7676143386897404,0.6444444444444445
24,1.254118619949473,1.4384206295013429,0.799752781211372,0.6222222222222222
25,1.2501129249412433,1.4493458800845676,0.8009888751545118,0.6444444444444445
26,1.2309194100359904,1.39685308403439,0.8022249690976514,0.7
27,1.2077874720317618,1.442991508377923,0.8145859085290482,0.6444444444444445
28,1.2018072572715204,1.426958531803555,0.8257107540173053,0.7
29,1.1683353128185674,1.3834670146306356,0.8529048207663782,0.6666666666666666
30,1.15144641378754,1.4203483316633436,0.8541409147095179,0.7222222222222222
31,1.1308911478121584,1.3878453493118286,0.8788627935723115,0.6888888888888889
32,1.0979841020699632,1.3810814751519098,0.8800988875154512,0.6777777777777778
33,1.077693707347653,1.4200710905922784,0.8949320148331273,0.6111111111111112
34,1.0648006147743008,1.4204459985097249,0.9147095179233622,0.6333333333333333
35,1.0392179225372296,1.3996770911746554,0.9171817058096415,0.6666666666666666
36,1.0152423017104566,1.4350637012057834,0.927070457354759,0.5888888888888889
37,1.0204042829895492,1.3798147042592366,0.9196538936959209,0.6888888888888889
38,0.9801897333637893,1.3420162121454875,0.9431396786155748,0.6888888888888889
39,0.9550139671203085,1.3703828626208836,0.9406674907292955,0.6666666666666666
40,0.961373593294429,1.3797364658779567,0.9592088998763906,0.6888888888888889
41,0.9298684731844182,1.3597024864620633,0.9493201483312732,0.6888888888888889
