,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,10,0,0,0,0,0,0,0,0,0
classical,0,9,1,0,0,0,0,0,0,0
country,1,0,5,0,1,2,0,1,0,0
disco,2,0,0,6,2,0,0,0,0,0
hiphop,2,0,1,1,4,0,0,0,2,0
jazz,1,1,1,0,0,6,0,1,0,0
metal,1,0,0,0,0,0,9,0,0,0
pop,0,0,1,1,0,0,0,7,1,0
reggae,1,0,1,1,2,0,0,0,5,0
rock,2,0,3,0,0,1,2,1,0,1
