,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,3,2,0,0,0,1,2,0,1,1
classical,0,10,0,0,0,0,0,0,0,0
country,0,1,5,0,0,1,0,1,0,2
disco,0,0,0,4,1,0,4,0,0,1
hiphop,0,0,0,0,8,0,0,1,1,0
jazz,0,1,0,0,0,8,0,0,0,1
metal,0,0,0,0,0,0,10,0,0,0
pop,0,1,1,0,0,0,0,7,0,1
reggae,0,1,1,1,0,0,0,1,6,0
rock,0,0,2,1,0,0,3,1,0,3
