,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,9,0,0,0,0,1,0,0,0,0
classical,0,9,0,0,0,0,0,0,0,1
country,0,0,8,0,0,1,0,1,0,0
disco,0,0,0,7,0,0,0,3,0,0
hiphop,0,0,0,1,6,0,0,1,1,1
jazz,0,1,0,0,0,8,0,1,0,0
metal,0,0,0,0,0,0,10,0,0,0
pop,1,0,0,0,0,0,0,9,0,0
reggae,4,0,0,0,0,0,0,0,5,1
rock,0,0,0,0,0,0,2,4,0,4
