,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,7,0,1,0,1,0,1,0,0,0
classical,0,10,0,0,0,0,0,0,0,0
country,2,0,1,0,1,3,0,1,0,2
disco,1,0,0,5,2,0,0,0,1,1
hiphop,0,0,0,0,8,0,0,1,0,1
jazz,1,0,0,0,0,9,0,0,0,0
metal,1,0,0,0,0,0,9,0,0,0
pop,0,1,0,0,2,2,0,5,0,0
reggae,0,0,0,0,2,1,0,0,6,1
rock,2,0,0,0,2,0,1,0,1,4
