,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,10,0,0,0,0,0,0,0,0,0
classical,0,9,0,0,0,0,0,0,0,1
country,1,0,5,2,0,0,0,2,0,0
disco,3,0,0,3,0,0,1,3,0,0
hiphop,1,0,1,2,1,0,0,2,2,1
jazz,1,3,1,1,0,3,0,1,0,0
metal,0,0,0,0,0,0,9,0,0,1
pop,0,0,0,2,0,0,0,7,1,0
reggae,0,0,1,1,0,0,0,0,7,1
rock,1,0,3,2,0,0,1,1,0,2
