epoch,train_loss,val_loss,train_acc,val_acc
1,2.1623885968867707,2.0877295089490486,0.19462860995617484,0.2191919191919192
2,2.135312589129272,1.9444708554431644,0.22373300370828184,0.2808080808080808
3,2.1536754783934082,1.9627054936958082,0.2196876053489156,0.2818181818181818
4,1.9829698120131762,1.8724990098163334,0.2694684796044499,0.31212121212121213
5,1.8599020818040966,1.7471756997734609,0.315203955500618,0.3696969696969697
6,1.83427404206661,1.7583826084329623,0.3318350376446792,0.3505050505050505
7,1.8799406197221376,1.7936039462234035,0.30700078660523655,0.3515151515151515
8,1.809819023667299,1.8215970386158336,0.34048769524665695,0.30303030303030304
9,1.748427751587005,1.6863985018296674,0.3582424991572087,0.397979797979798
10,1.7167096469680678,1.6262844673310868,0.3727385099449376,0.4393939393939394
11,1.7273832248668883,1.6056084512460111,0.37678390830430386,0.43737373737373736
12,1.678332471327777,1.5740561466024379,0.3875716372626138,0.42525252525252527
13,1.6534290384450565,1.7388012992011177,0.40319136981683334,0.39494949494949494
14,1.587524424980083,1.5831487270316693,0.4256658051466457,0.4202020202020202
15,1.5306807466672638,1.4927004216897368,0.4475783795932127,0.4767676767676768
16,1.5026869871788098,1.4763230925858624,0.45892796943476794,0.4636363636363636
17,1.4540660953987903,1.4233282491414234,0.4702775592763232,0.503030303030303
18,1.4155821991323125,1.3919659655503553,0.4921901337228902,0.5111111111111111
19,1.3693009751045861,1.4035035627056853,0.5057871670974267,0.47878787878787876
20,1.3539255213129318,1.3797335728250368,0.5057871670974267,0.5242424242424243
21,1.317953496116482,1.3702520011651396,0.5229801101247331,0.5171717171717172
22,1.312294233111883,1.3744804543678206,0.5219687605348916,0.5080808080808081
23,1.2767728374089828,1.3367376627946141,0.5385998426789527,0.5626262626262626
24,1.237701960394444,1.3742924685430045,0.5563546465895044,0.5303030303030303
25,1.2108607625061105,1.2554353641741203,0.5637712102483425,0.5737373737373738
26,1.1763099981387126,1.4079750400601012,0.5746713113833015,0.5282828282828282
27,1.1820549157807392,1.2629481109705838,0.5747836835599506,0.5717171717171717
28,1.1437737082132986,1.2551790988806522,0.5917518822339589,0.5646464646464646
29,1.1041956251291012,1.2917387654082944,0.6090571974379144,0.5393939393939394
30,1.081968548030234,1.210968035098278,0.613889201033824,0.5787878787878787
31,1.0638307651142977,1.1760106000033292,0.6149005506236656,0.5888888888888889
32,1.059556438971375,1.2203278472327224,0.624789302168783,0.5888888888888889
33,1.0279606935019867,1.1549164166354169,0.6297336779413417,0.6131313131313131
34,1.006638076415503,1.1973788238535024,0.6368131250702326,0.5696969696969697
35,0.9884074695499603,1.1331233614622944,0.6470389931452972,0.6171717171717171
36,0.9677815250378403,1.0574879308240581,0.6488369479716822,0.6444444444444445
37,0.9678796125953285,1.3859767217226702,0.6546803011574334,0.5333333333333333
38,0.9808240541314419,1.233449127397152,0.644903921788965,0.5858585858585859
39,0.912868935534868,1.065056790426524,0.6738959433644229,0.6585858585858586
40,0.8852398485641879,1.1469591502890442,0.6820991122598045,0.6414141414141414
41,0.8802863093946393,1.116094590557946,0.686818743679065,0.6292929292929293
42,0.8831086314076828,1.161978877192796,0.6859197662658726,0.6252525252525253
43,0.8345498520278545,1.091219027957531,0.6999662883470052,0.6696969696969697
44,0.827709699597355,1.1611419440218897,0.7041240588830205,0.6202020202020202
45,0.8132019082787787,1.1688676533072886,0.7107540173053152,0.6252525252525253
46,0.7826749303726979,1.1870580334253986,0.7226654680301158,0.6242424242424243
