,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,1,6,0,0,0,0,3,0,0,0
classical,1,8,0,1,0,0,0,0,0,0
country,5,1,0,1,0,0,0,3,0,0
disco,0,0,0,1,0,0,2,4,0,3
hiphop,0,0,0,0,0,0,2,4,2,2
jazz,0,4,0,2,0,0,0,1,1,2
metal,0,0,0,1,0,0,9,0,0,0
pop,0,0,0,1,0,0,0,9,0,0
reggae,1,1,0,2,0,0,0,0,5,1
rock,1,0,0,0,0,0,5,3,1,0
