,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,7,0,1,0,1,0,1,0,0,0
classical,0,10,0,0,0,0,0,0,0,0
country,1,0,4,1,1,0,0,1,0,2
disco,1,0,0,5,2,0,1,0,0,1
hiphop,0,0,0,0,5,0,0,3,2,0
jazz,1,0,0,0,0,9,0,0,0,0
metal,2,0,0,0,0,0,7,0,0,1
pop,0,1,0,3,0,2,0,4,0,0
reggae,0,0,0,0,2,1,0,0,6,1
rock,1,0,0,0,2,0,1,0,1,5
