,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,10,0,0,0,0,0,0,0,0,0
classical,3,6,0,0,0,0,0,0,0,1
country,3,0,1,2,0,0,0,0,1,3
disco,5,0,0,5,0,0,0,0,0,0
hiphop,1,0,0,3,3,0,0,0,3,0
jazz,2,0,0,1,0,5,0,0,2,0
metal,2,0,0,1,0,0,7,0,0,0
pop,0,1,0,4,1,0,0,3,1,0
reggae,0,0,0,0,2,0,0,0,7,1
rock,2,0,0,5,0,0,0,0,2,1
