,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,7,0,1,1,0,0,0,0,0,1
classical,0,10,0,0,0,0,0,0,0,0
country,1,0,8,0,0,0,0,0,0,1
disco,1,0,0,9,0,0,0,0,0,0
hiphop,0,0,0,0,10,0,0,0,0,0
jazz,1,3,0,0,0,6,0,0,0,0
metal,0,0,0,0,0,0,10,0,0,0
pop,0,0,0,0,0,0,0,10,0,0
reggae,0,0,0,0,2,0,0,1,7,0
rock,0,0,3,1,0,1,0,2,0,3
