,precision,recall,f1-score,support
blues,0.7,0.7,0.7,10.0
classical,0.7692307692307693,1.0,0.8695652173913043,10.0
country,0.6666666666666666,0.8,0.7272727272727273,10.0
disco,0.8181818181818182,0.9,0.8571428571428571,10.0
hiphop,0.8333333333333334,1.0,0.9090909090909091,10.0
jazz,0.8571428571428571,0.6,0.7058823529411765,10.0
metal,1.0,1.0,1.0,10.0
pop,0.7692307692307693,1.0,0.8695652173913043,10.0
reggae,1.0,0.7,0.8235294117647058,10.0
rock,0.6,0.3,0.4,10.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.8013786213786214,0.8,0.7862048692994985,100.0
weighted avg,0.8013786213786215,0.8,0.7862048692994985,100.0
