epoch,train_loss,val_loss,train_acc,val_acc
1,2.087258528631609,1.988717690397192,0.2984342810053564,0.37037037037037035
2,2.0126488673033713,1.9454886620133012,0.3688504326328801,0.38296296296296295
3,1.9870015008487867,1.9191735318855003,0.3907704985578904,0.40166666666666667
4,1.9685367763410835,1.8922894025731969,0.40554182117840953,0.4305555555555556
5,1.9554175339464204,1.8720201849054408,0.41804697156983933,0.4488888888888889
6,1.942789517521711,1.855851360956828,0.4300576843840132,0.4638888888888889
7,1.9321442886886158,1.8449878219321922,0.4401112484548826,0.46314814814814814
8,1.923506773475958,1.8429684766133627,0.4441491553358055,0.5057407407407407
9,1.914539006898862,1.8262453093352142,0.4521631644004944,0.5072222222222222
10,1.9048769142974489,1.8110000974160654,0.4607952204367532,0.5053703703703704
11,1.8988904284703962,1.8142913973772967,0.46602801812937783,0.5053703703703704
12,1.8930666993073981,1.8036996301015218,0.4671817058096415,0.5255555555555556
13,1.8869594862100565,1.7890856387880114,0.47529872270292545,0.5442592592592592
14,1.8813962091179508,1.7832482592264811,0.48096415327564895,0.5418518518518518
15,1.8758672090140596,1.7949130088311656,0.48675319324268645,0.5344444444444445
16,1.8716717851569635,1.7762040604485405,0.4914503502266172,0.5553703703703704
17,1.8703210212588064,1.7760363176133898,0.49221260815822004,0.5431481481481482
18,1.8648402775272106,1.7742703889917444,0.4994025545941492,0.5640740740740741
19,1.86369613971443,1.7743372873023704,0.4980840543881335,0.542037037037037
20,1.8583243433320085,1.7910308112038507,0.5051091882983106,0.5403703703703704
21,1.8556867506261416,1.7723204360184845,0.5067573135558302,0.5566666666666666
22,1.8536923518237824,1.7694863533090661,0.5089204779563247,0.5511111111111111
23,1.8509635661725994,1.7713679914121274,0.5108776266996292,0.5633333333333334
24,1.848427365167081,1.7547565357773391,0.5139266584260404,0.5698148148148148
25,1.845391622167288,1.7551638052198621,0.5166872682323856,0.5638888888888889
26,1.8439005433162348,1.7389929918006615,0.5169138854552946,0.5848148148148148
27,1.8408691198481029,1.7368391441415858,0.5208487845076226,0.5933333333333334
28,1.8376262243068116,1.744809076167919,0.5205191594561187,0.58
29,1.8349238160219417,1.737983974174217,0.5223114956736712,0.5922222222222222
30,1.8351620078725386,1.750293973993372,0.5247836835599505,0.5701851851851852
31,1.8314574040843963,1.759251671720434,0.5275648949320149,0.5611111111111111
32,1.829559299490999,1.7460166957643297,0.530758137618459,0.5742592592592592
33,1.8266406522545737,1.7615566864720098,0.5297692624639473,0.547037037037037
34,1.8246956969073735,1.739202285695959,0.5320972393901936,0.5642592592592592
35,1.8235205087928945,1.7313393704096476,0.5335393489905232,0.5872222222222222
36,1.8216680153338665,1.7465460727832935,0.5362381540997115,0.5627777777777778
37,1.8219888249885707,1.7616307696589717,0.5349814585908529,0.5522222222222222
38,1.81885576516353,1.7325787302299782,0.5364853728883395,0.5903703703703703
39,1.817667559659869,1.7411555339671947,0.5388751545117428,0.5622222222222222
40,1.818127470042021,1.7490811980212175,0.5368562010712814,0.5725925925925925
41,1.8145939992001678,1.7548878715656422,0.5393283889575607,0.5555555555555556
42,1.8148759453002936,1.743781067530314,0.5408323032550474,0.5631481481481482
43,1.8153511050015652,1.7226684063452262,0.5426658426040379,0.5890740740740741
44,1.814577139165601,1.740272892139576,0.5419447878038731,0.5648148148148148
45,1.810708530763564,1.7436258220672607,0.5458384837247631,0.5587037037037037
46,1.8101190912315863,1.7391860080648351,0.5467449526163989,0.5761111111111111
47,1.811588770448302,1.7354635784361097,0.541965389369592,0.5768518518518518
48,1.8097143788665815,1.7471908099563034,0.5479810465595385,0.5744444444444444
49,1.8086899762198814,1.731362439614755,0.5479810465595385,0.5924074074074074
50,1.8075169136065439,1.7416969624272098,0.5474866089822826,0.5761111111111111
51,1.8057726227308823,1.7393812944270945,0.5522043675319325,0.575
52,1.8052569302404473,1.722797837610598,0.5492583436341162,0.59
53,1.804173436192362,1.7327356508043077,0.5510094767202307,0.572962962962963
