,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
blues,7,1,1,0,0,1,0,0,0,0
classical,0,9,0,0,0,0,0,0,0,1
country,1,0,8,0,0,1,0,0,0,0
disco,0,0,0,9,0,0,0,0,1,0
hiphop,0,0,1,1,6,0,1,0,1,0
jazz,0,0,2,0,0,8,0,0,0,0
metal,0,0,0,0,0,0,10,0,0,0
pop,0,1,0,1,1,0,0,7,0,0
reggae,2,0,0,1,0,1,0,0,6,0
rock,2,0,4,1,0,0,2,0,0,1
